업체(시설)명,인허가번호,업종코드,업종명,지도점검일자,점검기관,점검기관명,지도점검구분,처분대상여부,점검사항,점검결과,소재지도로명주소,소재지주소
종암염색,3.00E+17,22,폐수배출업소관리,20111103,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 운영실태 등,,,서울특별시 종로구 종로5가 471번지 
대진상사,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,,서울특별시 종로구 묘동 17-1번지 
신광종합상사,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,서울특별시 종로구 돈화문로10길 17 (봉익동),서울특별시 종로구 봉익동 15번지 
부은상사,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,서울특별시 종로구 종로 138 (종로3가),서울특별시 종로구 종로3가 144-1번지 
경서과학상사,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,서울특별시 종로구 종로 140 (종로3가),서울특별시 종로구 종로3가 147번지 
(주)원일상사,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,,서울특별시 종로구 장사동 56번지 
해웅교역,3.00E+17,42,유독물판매업관리,20111025,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,서울특별시 종로구 수표로20길 39 (종로3가),서울특별시 종로구 종로3가 125-2번지 
명서산업(주),3.00E+17,42,유독물판매업관리,20111020,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,,서울특별시 종로구 와룡동 171-1번지 
우리염색,3.00E+17,22,폐수배출업소관리,20111020,3000000,서울특별시 종로구,수시,N,배출시설 및 방지시설 정상가동여부,,,서울특별시 종로구 충신동 188-8번지 
성진상사,3.00E+17,42,유독물판매업관리,20111020,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,,서울특별시 종로구 장사동 233-11번지 12층 
(주)상신랩텍,3.00E+17,42,유독물판매업관리,20111020,3000000,서울특별시 종로구,정기,N,유독물 판매 및 유통실태 등,,,서울특별시 종로구 장사동 233-18번지 
영진화공약품상사,3.00E+17,42,유독물판매업관리,20111020,3000000,서울특별시 종로구,정기,N,,,,서울특별시 종로구 묘동 157-1번지 1층 
금미사,3.00E+17,22,폐수배출업소관리,20110930,3000000,서울특별시 종로구,정기,N,운영일지 작성 등,,,서울특별시 종로구 봉익동 141-1번지 세화빌딩 지하 108호
세화사,3.00E+17,22,폐수배출업소관리,20110930,3000000,서울특별시 종로구,정기,N,운영일지 작성 등,,,서울특별시 종로구 봉익동 141-1번지 
깨끗한도금,3.00E+17,22,폐수배출업소관리,20110930,3000000,서울특별시 종로구,정기,N,운영일지 작성 등,,,서울특별시 종로구 봉익동 14번지 
대광멕기,3.00E+17,22,폐수배출업소관리,20110927,3000000,서울특별시 종로구,정기,N,운영일지 적정 작성 여부 등,,,서울특별시 종로구 봉익동 109번지 성보빌딩 202호 
대성도금,3.00E+17,22,폐수배출업소관리,20110927,3000000,서울특별시 종로구,정기,N,운영일지 적정 작성 여부 등,,,서울특별시 종로구 봉익동 82번지 
건후사,3.00E+17,22,폐수배출업소관리,20110927,3000000,서울특별시 종로구,정기,N,운영일지 적정 작성 여부 등,,,서울특별시 종로구 봉익동 104번지 
알파색채(주),3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 세검정로 298 (평창동),서울특별시 종로구 평창동 283-1번지 
홍콩멕기,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 묘동 33번지 2층 
금성멕기,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 96-2번지 
이화사,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 162번지 태일빌딩 2층 
만금사,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 96-2   번지 2층 
대성도금,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 153번지 
태양멕기,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 163번지 대광빌딩304 
종로멕기,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 154번지 
삼화도금,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 100번지 
태성도금,3.00E+17,22,폐수배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,운영일지 정상 기록 여부 등,,,서울특별시 종로구 봉익동 11-14번지 
대성,3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 수표로 84-6 (관수동),서울특별시 종로구 관수동 143-7번지 
삼우특수칠,3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 수표로18가길 17 (관수동),서울특별시 종로구 관수동 113-1번지 
서울잔넬코팅,3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 수표로18가길 6-1 4층 (관수동),서울특별시 종로구 관수동 140번지 
광명기획,3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 수표로18가길 10 (관수동),서울특별시 종로구 관수동 130-2번지 
종로칠,3.00E+17,21,대기배출업소관리,20110926,3000000,서울특별시 종로구,정기,N,배출시설 정상가동 여부 등,,서울특별시 종로구 수표로18가길 25 (관수동),서울특별시 종로구 관수동 102-2번지 
두리멕기,3.00E+17,22,폐수배출업소관리,20110923,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,,서울특별시 종로구 봉익동 116번지 종로빌딩 202호 
한양도금,3.00E+17,22,폐수배출업소관리,20110923,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,,서울특별시 종로구 봉익동 116번지 
양지사,3.00E+17,22,폐수배출업소관리,20110923,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,,서울특별시 종로구 봉익동 117-2번지 
나라도금,3.00E+17,22,폐수배출업소관리,20110922,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,서울특별시 종로구 돈화문로6나길 28 (봉익동),서울특별시 종로구 봉익동 117-2번지 영동빌딩 308 
청지,3.00E+17,22,폐수배출업소관리,20110922,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,,서울특별시 종로구 봉익동 118-1번지 
수현도금,3.00E+17,22,폐수배출업소관리,20110922,3000000,서울특별시 종로구,정기,N,방지시설 운영일지 적정 작성여부 등,,,서울특별시 종로구 봉익동 117-2번지 영동빌딩 213호
골든벨,3.00E+17,22,폐수배출업소관리,20110921,3000000,서울특별시 종로구,정기,N,폐수 위탁 적정처리 등,,,서울특별시 종로구 묘동 38번지 2층 
쁘띠,3.00E+17,22,폐수배출업소관리,20110921,3000000,서울특별시 종로구,정기,N,폐수 위탁 적정처리 등,,,서울특별시 종로구 묘동 99-1번지 외 1필지(102-1) 
명성멕기,3.00E+17,22,폐수배출업소관리,20110921,3000000,서울특별시 종로구,정기,N,폐수 위탁 적정처리 등,,,서울특별시 종로구 봉익동 38-19번지 
골드파트너,3.00E+17,22,폐수배출업소관리,20110921,3000000,서울특별시 종로구,정기,N,폐수 위탁 적정처리 등,,서울특별시 종로구 서순라길 17-21 (봉익동),서울특별시 종로구 봉익동 38-9번지 
다보랑,3.00E+17,25,기타수질오염원관리,20110901,3000000,서울특별시 종로구,수시,N,기타수질오염원 신고사항 이행여부 등,,,서울특별시 종로구 봉익동 117-2번지 4층 
(주)지앤오코퍼레이션,3.00E+17,42,유독물판매업관리,20110831,3000000,서울특별시 종로구,정기,N,연간 실적보고 적정 여부 등,,서울특별시 종로구 새문안로 92 (신문로1가),서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
토탈싸인성수아트,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 77-1번지 
홍예기획,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 28번지 
금광부식,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 106번지 
국제부식,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 106번지 
예원기획,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 39-2번지 
태영,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 39-3번지 
진양기업사,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 21-9번지 
용마,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 40번지 
현대부식,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 44번지 
대우사,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 55번지 
금호부식,3.00E+17,22,폐수배출업소관리,20110830,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 75번지 
대일부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 141번지 
공간부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 140번지 
보라기업,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 140번지 
한국부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 139번지 
신미기업,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 134-7번지 
청룡부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 132번지 
대진부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 130-2번지 
관수부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 130-2번지 
일조아트기획,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 130-1번지 
진성기획,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 113-2번지 
토탈사인대광부식,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 113-1번지 
종로공예사,3.00E+17,22,폐수배출업소관리,20110829,3000000,서울특별시 종로구,수시,N,폐수 적정처리 여부 등,,,서울특별시 종로구 관수동 79-1번지 
삼성세차장,3.00E+17,22,폐수배출업소관리,20110825,3000000,서울특별시 종로구,정기,N,폐수배출시설 정상가동 여부 등,,,서울특별시 종로구 효자동 60-1번지 
홍인산업주식회사,3.00E+17,44,유독물운반업관리,20110811,3000000,서울특별시 종로구,정기,N,관리대장 작성 등,,,서울특별시 종로구 옥인동 47-193번지 지하 
거성케미칼,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 충신동 188-10번지 1층 
미래켐상사(주),3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 창신동 327-2번지 금호팔레스빌딩 1503호 
(주)엘케이피앤피,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 연건동 198-2번지 현송빌딩 5층 
범성화학공업사,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 관수동 95번지 2층 
서울중부염색공업협동조합,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 연지동 1-1번지 여전도회관 701호 
대양상사,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 연지동 95-1번지 연금빌딩 101호 
삼풍테크(주),3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 이화동 211번지 신한빌딩 301호 
만중테크(주),3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 숭인동 1421-1번지 401호 
두리알앤지(주),3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 구기동 95-16번지 3층 
광양켐텍,3.00E+17,42,유독물판매업관리,20110811,3000000,서울특별시 종로구,정기,N,유독물 판매 대장 작성 등,,,서울특별시 종로구 숭인동 201-17번지 영동빌딩 4층 
삼성화학상사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 장사동 32-1번지 
홍인산업주식회사,3.00E+17,44,유독물운반업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물운반 관리대장 작성 등,,,서울특별시 종로구 옥인동 47-193번지 지하 
홍인산업주식회사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 옥인동 47-193번지 지하 
경서과학상사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,서울특별시 종로구 종로 140 (종로3가),서울특별시 종로구 종로3가 147번지 
부은상사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,서울특별시 종로구 종로 138 (종로3가),서울특별시 종로구 종로3가 144-1번지 
에이알씨(ARC),3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 장사동 192번지 
성진상사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 장사동 233-11번지 12층 
(주)원일상사,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 장사동 56번지 
(주)상신랩텍,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,,서울특별시 종로구 장사동 233-18번지 
해웅교역,3.00E+17,42,유독물판매업관리,20110810,3000000,서울특별시 종로구,정기,N,유독물판매 관리대장 작성 등,,서울특별시 종로구 수표로20길 39 (종로3가),서울특별시 종로구 종로3가 125-2번지 
(주)서브원,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 신문로2가 92번지 LG광화문빌딩 3층 
(주)지티유인터내셔널,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-4호 
(주)에버그린물산,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 적선동 156-0번지 쌍용플래티넘 405호
(주)우전,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 수송동 85번지 서머셋팰리스 301호 
종로재료상사,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 봉익동 29-1번지 1층 
신광종합상사,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,서울특별시 종로구 돈화문로10길 17 (봉익동),서울특별시 종로구 봉익동 15번지 
대진상사,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 묘동 17-1번지 
영진화공약품상사,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 묘동 157-1번지 1층 
남영산업,3.00E+17,42,유독물판매업관리,20110809,3000000,서울특별시 종로구,정기,N,유독물영업 관리대장 작성등,,,서울특별시 종로구 당주동 167-1번지 수진빌딩 510호 
(주)지앤오코퍼레이션,3.00E+17,42,유독물판매업관리,20110808,3000000,서울특별시 종로구,정기,N,유독물 영업 관리대장 작성 등,,서울특별시 종로구 새문안로 92 (신문로1가),서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
대정화금(주)종로지점,3.00E+17,42,유독물판매업관리,20110808,3000000,서울특별시 종로구,정기,N,유독물 영업 관리대장 작성 등,,,서울특별시 종로구 와룡동 161번지 (2층) 
명서산업(주),3.00E+17,42,유독물판매업관리,20110808,3000000,서울특별시 종로구,정기,N,유독물 영업 관리대장 작성 등,,,서울특별시 종로구 와룡동 171-1번지 
대림화공약품상사,3.00E+17,42,유독물판매업관리,20110808,3000000,서울특별시 종로구,정기,N,유독물 영업 관리대장 작성 등,,,서울특별시 종로구 와룡동 173번지 1층 
서울대학교 병원,3.00E+17,22,폐수배출업소관리,20110714,3000000,서울특별시 종로구,수시,N,수질 및 방지시설 관리 적정 여부 등,,,서울특별시 종로구 연건동 28번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20110714,3000000,서울특별시 종로구,수시,N,수질 및 방지시설 관리 적정 여부 등,,,서울특별시 종로구 종로5가 447번지 
서울대학교병원 암센터,3.00E+17,22,폐수배출업소관리,20110714,3000000,서울특별시 종로구,수시,N,수질 및 방지시설 관리 적정 여부 등,,,서울특별시 종로구 연건동 28-21번지 
대승사,3.00E+17,25,기타수질오염원관리,20110627,3000000,서울특별시 종로구,정기,N,폐수 위탁처리 적정여부 등,,,서울특별시 종로구 봉익동 104번지 썬빌딩 B동 501호 
영석수리,3.00E+17,25,기타수질오염원관리,20110627,3000000,서울특별시 종로구,정기,N,폐수 위탁처리 적정여부 등,,,서울특별시 종로구 봉익동 162번지 (지하1층) 
천은사,3.00E+17,25,기타수질오염원관리,20110627,3000000,서울특별시 종로구,정기,N,폐수 위탁처리 적정여부 등,,,서울특별시 종로구 봉익동 161-1   번지 골드뱅크 303호 
유광쥬얼리,3.00E+17,25,기타수질오염원관리,20110627,3000000,서울특별시 종로구,정기,N,폐수 위탁처리 적정여부 등,,,서울특별시 종로구 봉익동 1-4번지 1층 
(주)두양,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 종로6가 240-3번지 
신풍지퍼,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 충신동 69-2번지 
종오섬유,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 충신동 206-12번지 
대성섬유,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 충신동 207-13번지 
우리염색,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 충신동 188-8번지 
효제사,3.00E+17,22,폐수배출업소관리,20110615,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상 가동 여부 등,,,서울특별시 종로구 종로6가 238-32번지 
미주염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 종로6가 98-2번지 
신아염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 종로6가 34번지 
중앙염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 종로5가 447번지 
태평양염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 종로5가 444-3번지 1층 
종로염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 효제동 197-1번지 
진영염색,3.00E+17,22,폐수배출업소관리,20110610,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 운영여부 등,,,서울특별시 종로구 종로6가 33-9번지 
종암염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 471번지 
성신염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 456-2번지 1층 
신광염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 225-19번지 
유진염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 248-2번지 
삼원염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 484번지 
세일염색,3.00E+17,22,폐수배출업소관리,20110609,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지지설 정상 가동 여부 등,,,서울특별시 종로구 종로5가 460-2번지 
서울대학교병원 암센터,3.00E+17,22,폐수배출업소관리,20110527,3000000,서울특별시 종로구,정기,N,폐수배출시설 및 방지시설 정상가동 여부,,,서울특별시 종로구 연건동 28-21번지 
북악주유소,3.00E+17,22,폐수배출업소관리,20110506,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 평창동 103-1번지 
종로염색,3.00E+17,22,폐수배출업소관리,20110506,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 효제동 197-1번지 
우리염색,3.00E+17,22,폐수배출업소관리,20110506,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 충신동 188-8번지 
명경주유소,3.00E+17,22,폐수배출업소관리,20110506,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 평창동 80-1번지 
국군서울지구병원,3.00E+17,22,폐수배출업소관리,20110506,3000000,서울특별시 종로구,정기,N,배출시설 및 방지시설 정상가동 여부 등,,,서울특별시 종로구 삼청동 25-1번지 
장안기업,3.00E+17,22,폐수배출업소관리,20110504,3000000,서울특별시 종로구,정기,N,폐수 적정처리 등,,,서울특별시 종로구 돈의동 1번지 
동광기업,3.00E+17,22,폐수배출업소관리,20110504,3000000,서울특별시 종로구,정기,N,폐수 적정처리 등,,,서울특별시 종로구 익선동 166-29번지 
동현실업,3.00E+17,22,폐수배출업소관리,20110504,3000000,서울특별시 종로구,정기,N,폐수 적정처리 등,,,서울특별시 종로구 묘동 24-1번지 
창신사,3.00E+17,22,폐수배출업소관리,20110504,3000000,서울특별시 종로구,정기,N,폐수 적정처리 등,,,서울특별시 종로구 묘동 78번지 
세진종합상사,3.00E+17,42,유독물판매업관리,20110427,3000000,서울특별시 종로구,정기,N,변경신고 사항 이행여부 등,,,서울특별시 종로구 통의동 35-84번지 영연빌딩 410호 
(주)지앤오코퍼레이션,3.00E+17,42,유독물판매업관리,20110414,3000000,서울특별시 종로구,정기,N,유독물관리대장 적정 작성 및 관리,,서울특별시 종로구 새문안로 92 (신문로1가),서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
(주)풍원석유,3.00E+17,42,유독물판매업관리,20110414,3000000,서울특별시 종로구,정기,N,유독물관리대장 적정작성 및 관리,,,서울특별시 종로구 신문로1가 24번지 고려빌딩 411호
(주)공리양행,3.00E+17,42,유독물판매업관리,20110414,3000000,서울특별시 종로구,정기,N,유독물관리대장 적정 작성 및 관리,,,서울특별시 종로구 수송동 80번지 코리안리재보험빌딩 811호 
(주)제이아이유,3.00E+17,42,유독물판매업관리,20110414,3000000,서울특별시 종로구,정기,N,유독물관리대장 적정 작성 및 관리,,,서울특별시 종로구 수송동 58번지 두산위브파빌리온 522호 
에이스인터내셔날,3.00E+17,42,유독물판매업관리,20110412,3000000,서울특별시 종로구,정기,N,유독물관리대장 작성 및 관리여부,,,서울특별시 종로구 내수동 75번지 용비어천가 1303호 
(주)근화씨엔피,3.00E+17,42,유독물판매업관리,20110412,3000000,서울특별시 종로구,정기,N,유독물관리대장 작성 및 관리여부,,,서울특별시 종로구 내수동 75번지 용비어천가 1334호 
(주)인피니씨,3.00E+17,42,유독물판매업관리,20110412,3000000,서울특별시 종로구,정기,N,유독물관리대장 작성 및 관리여부,,,서울특별시 종로구 내수동 75번지 용비어천가 807호 
케이에스비,3.00E+17,42,유독물판매업관리,20110406,3000000,서울특별시 종로구,정기,N,유독물관리대장 작성 및 관리여부,,,서울특별시 종로구 청진동 136번지 삼공빌딩 10층 
(주)유니온켐,3.00E+17,42,유독물판매업관리,20110406,3000000,서울특별시 종로구,정기,N,유독물관리대장 작성 및 관리여부,,,서울특별시 종로구 인사동 194-4번지 하나로빌딩 509호 
